[5], Coverage : 1.0
[5544, 3748], Coverage : 0.8372093023255814
[5618, 3263], Coverage : 0.9302325581395349
[5618, 494], Coverage : 0.9069767441860465
[5618, 7329], Coverage : 0.9069767441860465
[5618, 0], Coverage : 0.8837209302325582
[5618, 992], Coverage : 0.8837209302325582
[5618, 1733], Coverage : 0.8837209302325582
[5618, 2090], Coverage : 0.9069767441860465
[5618, 2466], Coverage : 0.8837209302325582
[5618, 2563], Coverage : 0.8837209302325582
[5618, 3262], Coverage : 0.9069767441860465
[5618, 3404], Coverage : 0.9069767441860465
[5618, 3408], Coverage : 0.9069767441860465
[5618, 3529], Coverage : 0.9069767441860465
[5618, 4002], Coverage : 0.9069767441860465
[5618, 4577], Coverage : 0.9069767441860465
[5618, 4949], Coverage : 0.9069767441860465
[5618, 5800], Coverage : 0.8837209302325582
[5618, 6088], Coverage : 0.8837209302325582
[5618, 6258], Coverage : 0.8837209302325582
[5618, 6688], Coverage : 0.9069767441860465
[5618, 7088], Coverage : 0.8837209302325582
[5618, 9544], Coverage : 0.9069767441860465
[5618, 492], Coverage : 0.8837209302325582
[5618, 493], Coverage : 0.8837209302325582
[5618, 2495], Coverage : 0.8837209302325582
[5618, 3713], Coverage : 0.8837209302325582
[5618, 5492], Coverage : 0.8837209302325582
[5618, 7648], Coverage : 0.8837209302325582
[5618, 491], Coverage : 0.8604651162790697
[5618, 1694], Coverage : 0.8604651162790697
[5618, 2486], Coverage : 0.8604651162790697
[5618, 3268], Coverage : 0.8604651162790697
[5618, 3393], Coverage : 0.8604651162790697
[5618, 3811], Coverage : 0.8604651162790697
[5618, 4977], Coverage : 0.8604651162790697
[5618, 7729], Coverage : 0.8604651162790697
[5618, 1191], Coverage : 0.8372093023255814
[5618, 1817], Coverage : 0.8372093023255814
[5618, 1818], Coverage : 0.8372093023255814
[5618, 3015], Coverage : 0.8372093023255814
[5618, 3442], Coverage : 0.8372093023255814
[5618, 3660], Coverage : 0.8604651162790697
[5618, 5914], Coverage : 0.8372093023255814
[5618, 6741], Coverage : 0.8372093023255814
[5618, 1639], Coverage : 0.8372093023255814
[5618, 3748], Coverage : 0.8372093023255814
[6011, 3263], Coverage : 0.9302325581395349
[6011, 494], Coverage : 0.9069767441860465
[6011, 7329], Coverage : 0.9069767441860465
[6011, 0], Coverage : 0.8837209302325582
[6011, 992], Coverage : 0.8837209302325582
[6011, 1733], Coverage : 0.8837209302325582
[6011, 2090], Coverage : 0.9069767441860465
[6011, 2466], Coverage : 0.8837209302325582
[6011, 2563], Coverage : 0.8837209302325582
[6011, 3262], Coverage : 0.9069767441860465
[6011, 3404], Coverage : 0.9069767441860465
[6011, 3408], Coverage : 0.9069767441860465
[6011, 3529], Coverage : 0.9069767441860465
[6011, 4002], Coverage : 0.9069767441860465
[6011, 4577], Coverage : 0.9069767441860465
[6011, 4949], Coverage : 0.9069767441860465
[6011, 5800], Coverage : 0.8837209302325582
[6011, 6088], Coverage : 0.8837209302325582
[6011, 6258], Coverage : 0.8837209302325582
[6011, 6688], Coverage : 0.9069767441860465
[6011, 7088], Coverage : 0.8837209302325582
[6011, 9544], Coverage : 0.9069767441860465
[6011, 492], Coverage : 0.8837209302325582
[6011, 493], Coverage : 0.8837209302325582
[6011, 2495], Coverage : 0.8837209302325582
[6011, 3713], Coverage : 0.8837209302325582
[6011, 5492], Coverage : 0.8837209302325582
[6011, 7648], Coverage : 0.8837209302325582
[6011, 491], Coverage : 0.8604651162790697
[6011, 1694], Coverage : 0.8604651162790697
[6011, 2486], Coverage : 0.8604651162790697
[6011, 3268], Coverage : 0.8604651162790697
[6011, 3393], Coverage : 0.8604651162790697
[6011, 3811], Coverage : 0.8604651162790697
[6011, 4977], Coverage : 0.8604651162790697
[6011, 7729], Coverage : 0.8604651162790697
[6011, 1191], Coverage : 0.8372093023255814
[6011, 1817], Coverage : 0.8372093023255814
[6011, 1818], Coverage : 0.8372093023255814
[6011, 3015], Coverage : 0.8372093023255814
[6011, 3442], Coverage : 0.8372093023255814
[6011, 3660], Coverage : 0.8604651162790697
[6011, 5914], Coverage : 0.8372093023255814
[6011, 6741], Coverage : 0.8372093023255814
[6011, 1639], Coverage : 0.8372093023255814
[6011, 3748], Coverage : 0.8372093023255814
[6028, 3263], Coverage : 0.9302325581395349
[6028, 494], Coverage : 0.9069767441860465
[6028, 7329], Coverage : 0.9069767441860465
[6028, 0], Coverage : 0.8837209302325582
[6028, 992], Coverage : 0.8837209302325582
[6028, 1733], Coverage : 0.8837209302325582
[6028, 2090], Coverage : 0.9069767441860465
[6028, 2466], Coverage : 0.8837209302325582
[6028, 2563], Coverage : 0.8837209302325582
[6028, 3262], Coverage : 0.9069767441860465
[6028, 3404], Coverage : 0.9069767441860465
[6028, 3408], Coverage : 0.9069767441860465
[6028, 3529], Coverage : 0.9069767441860465
[6028, 4002], Coverage : 0.9069767441860465
[6028, 4577], Coverage : 0.9069767441860465
[6028, 4949], Coverage : 0.9069767441860465
[6028, 5800], Coverage : 0.8837209302325582
[6028, 6088], Coverage : 0.8837209302325582
[6028, 6258], Coverage : 0.8837209302325582
[6028, 6688], Coverage : 0.9069767441860465
[6028, 7088], Coverage : 0.8837209302325582
[6028, 9544], Coverage : 0.9069767441860465
[6028, 492], Coverage : 0.8837209302325582
[6028, 493], Coverage : 0.8837209302325582
[6028, 2495], Coverage : 0.8837209302325582
[6028, 3713], Coverage : 0.8837209302325582
[6028, 5492], Coverage : 0.8837209302325582
[6028, 7648], Coverage : 0.8837209302325582
[6028, 491], Coverage : 0.8604651162790697
[6028, 1694], Coverage : 0.8604651162790697
[6028, 2486], Coverage : 0.8604651162790697
[6028, 3268], Coverage : 0.8604651162790697
[6028, 3393], Coverage : 0.8604651162790697
[6028, 3811], Coverage : 0.8604651162790697
[6028, 4977], Coverage : 0.8604651162790697
[6028, 7729], Coverage : 0.8604651162790697
[6028, 1191], Coverage : 0.8372093023255814
[6028, 1817], Coverage : 0.8372093023255814
[6028, 1818], Coverage : 0.8372093023255814
[6028, 3015], Coverage : 0.8372093023255814
[6028, 3442], Coverage : 0.8372093023255814
[6028, 3660], Coverage : 0.8604651162790697
[6028, 5914], Coverage : 0.8372093023255814
[6028, 6741], Coverage : 0.8372093023255814
[6028, 1639], Coverage : 0.8372093023255814
[6028, 3748], Coverage : 0.8372093023255814
[6058, 3263], Coverage : 0.9302325581395349
[6058, 494], Coverage : 0.9069767441860465
[6058, 7329], Coverage : 0.9069767441860465
[6058, 0], Coverage : 0.8837209302325582
[6058, 992], Coverage : 0.8837209302325582
[6058, 1733], Coverage : 0.8837209302325582
[6058, 2090], Coverage : 0.9069767441860465
[6058, 2466], Coverage : 0.8837209302325582
[6058, 2563], Coverage : 0.8837209302325582
[6058, 3262], Coverage : 0.9069767441860465
[6058, 3404], Coverage : 0.9069767441860465
[6058, 3408], Coverage : 0.9069767441860465
[6058, 3529], Coverage : 0.9069767441860465
[6058, 4002], Coverage : 0.9069767441860465
[6058, 4577], Coverage : 0.9069767441860465
[6058, 4949], Coverage : 0.9069767441860465
[6058, 5800], Coverage : 0.8837209302325582
[6058, 6088], Coverage : 0.8837209302325582
[6058, 6258], Coverage : 0.8837209302325582
[6058, 6688], Coverage : 0.9069767441860465
[6058, 7088], Coverage : 0.8837209302325582
[6058, 9544], Coverage : 0.9069767441860465
[6058, 492], Coverage : 0.8837209302325582
[6058, 493], Coverage : 0.8837209302325582
[6058, 2495], Coverage : 0.8837209302325582
[6058, 3713], Coverage : 0.8837209302325582
[6058, 5492], Coverage : 0.8837209302325582
[6058, 7648], Coverage : 0.8837209302325582
[6058, 491], Coverage : 0.8604651162790697
[6058, 1694], Coverage : 0.8604651162790697
[6058, 2486], Coverage : 0.8604651162790697
[6058, 3268], Coverage : 0.8604651162790697
[6058, 3393], Coverage : 0.8604651162790697
[6058, 3811], Coverage : 0.8604651162790697
[6058, 4977], Coverage : 0.8604651162790697
[6058, 7729], Coverage : 0.8604651162790697
[6058, 1191], Coverage : 0.8372093023255814
[6058, 1817], Coverage : 0.8372093023255814
[6058, 1818], Coverage : 0.8372093023255814
[6058, 3015], Coverage : 0.8372093023255814
[6058, 3442], Coverage : 0.8372093023255814
[6058, 3660], Coverage : 0.8604651162790697
[6058, 5914], Coverage : 0.8372093023255814
[6058, 6741], Coverage : 0.8372093023255814
[6058, 1639], Coverage : 0.8372093023255814
[6058, 3748], Coverage : 0.8372093023255814
[6184, 3263], Coverage : 0.9302325581395349
[6184, 494], Coverage : 0.9069767441860465
[6184, 7329], Coverage : 0.9069767441860465
[6184, 0], Coverage : 0.8837209302325582
[6184, 992], Coverage : 0.8837209302325582
[6184, 1733], Coverage : 0.8837209302325582
[6184, 2090], Coverage : 0.9069767441860465
[6184, 2466], Coverage : 0.8837209302325582
[6184, 2563], Coverage : 0.8837209302325582
[6184, 3262], Coverage : 0.9069767441860465
[6184, 3404], Coverage : 0.9069767441860465
[6184, 3408], Coverage : 0.9069767441860465
[6184, 3529], Coverage : 0.9069767441860465
[6184, 4002], Coverage : 0.9069767441860465
[6184, 4577], Coverage : 0.9069767441860465
[6184, 4949], Coverage : 0.9069767441860465
[6184, 5800], Coverage : 0.8837209302325582
[6184, 6088], Coverage : 0.8837209302325582
[6184, 6258], Coverage : 0.8837209302325582
[6184, 6688], Coverage : 0.9069767441860465
[6184, 7088], Coverage : 0.8837209302325582
[6184, 9544], Coverage : 0.9069767441860465
[6184, 492], Coverage : 0.8837209302325582
[6184, 493], Coverage : 0.8837209302325582
[6184, 2495], Coverage : 0.8837209302325582
[6184, 3713], Coverage : 0.8837209302325582
[6184, 5492], Coverage : 0.8837209302325582
[6184, 7648], Coverage : 0.8837209302325582
[6184, 491], Coverage : 0.8604651162790697
[6184, 1694], Coverage : 0.8604651162790697
[6184, 2486], Coverage : 0.8604651162790697
[6184, 3268], Coverage : 0.8604651162790697
[6184, 3393], Coverage : 0.8604651162790697
[6184, 3811], Coverage : 0.8604651162790697
[6184, 4977], Coverage : 0.8604651162790697
[6184, 7729], Coverage : 0.8604651162790697
[6184, 1191], Coverage : 0.8372093023255814
[6184, 1817], Coverage : 0.8372093023255814
[6184, 1818], Coverage : 0.8372093023255814
[6184, 3015], Coverage : 0.8372093023255814
[6184, 3442], Coverage : 0.8372093023255814
[6184, 3660], Coverage : 0.8604651162790697
[6184, 5914], Coverage : 0.8372093023255814
[6184, 6741], Coverage : 0.8372093023255814
[6184, 1639], Coverage : 0.8372093023255814
[6184, 3748], Coverage : 0.8372093023255814
[6203, 3263], Coverage : 0.9302325581395349
[6203, 494], Coverage : 0.9069767441860465
[6203, 7329], Coverage : 0.9069767441860465
[6203, 0], Coverage : 0.8837209302325582
[6203, 992], Coverage : 0.8837209302325582
[6203, 1733], Coverage : 0.8837209302325582
[6203, 2090], Coverage : 0.9069767441860465
[6203, 2466], Coverage : 0.8837209302325582
[6203, 2563], Coverage : 0.8837209302325582
[6203, 3262], Coverage : 0.9069767441860465
[6203, 3404], Coverage : 0.9069767441860465
[6203, 3408], Coverage : 0.9069767441860465
[6203, 3529], Coverage : 0.9069767441860465
[6203, 4002], Coverage : 0.9069767441860465
[6203, 4577], Coverage : 0.9069767441860465
[6203, 4949], Coverage : 0.9069767441860465
[6203, 5800], Coverage : 0.8837209302325582
[6203, 6088], Coverage : 0.8837209302325582
[6203, 6258], Coverage : 0.8837209302325582
[6203, 6688], Coverage : 0.9069767441860465
[6203, 7088], Coverage : 0.8837209302325582
[6203, 9544], Coverage : 0.9069767441860465
[6203, 492], Coverage : 0.8837209302325582
[6203, 493], Coverage : 0.8837209302325582
[6203, 2495], Coverage : 0.8837209302325582
[6203, 3713], Coverage : 0.8837209302325582
[6203, 5492], Coverage : 0.8837209302325582
[6203, 7648], Coverage : 0.8837209302325582
[6203, 491], Coverage : 0.8604651162790697
[6203, 1694], Coverage : 0.8604651162790697
[6203, 2486], Coverage : 0.8604651162790697
[6203, 3268], Coverage : 0.8604651162790697
[6203, 3393], Coverage : 0.8604651162790697
[6203, 3811], Coverage : 0.8604651162790697
[6203, 4977], Coverage : 0.8604651162790697
[6203, 7729], Coverage : 0.8604651162790697
[6203, 1191], Coverage : 0.8372093023255814
[6203, 1817], Coverage : 0.8372093023255814
[6203, 1818], Coverage : 0.8372093023255814
[6203, 3015], Coverage : 0.8372093023255814
[6203, 3442], Coverage : 0.8372093023255814
[6203, 3660], Coverage : 0.8604651162790697
[6203, 5914], Coverage : 0.8372093023255814
[6203, 6741], Coverage : 0.8372093023255814
[6203, 1639], Coverage : 0.8372093023255814
[6203, 3748], Coverage : 0.8372093023255814
[6246, 3263], Coverage : 0.9302325581395349
[6246, 494], Coverage : 0.9069767441860465
[6246, 7329], Coverage : 0.9069767441860465
[6246, 0], Coverage : 0.8837209302325582
[6246, 992], Coverage : 0.8837209302325582
[6246, 1733], Coverage : 0.8837209302325582
[6246, 2090], Coverage : 0.9069767441860465
[6246, 2466], Coverage : 0.8837209302325582
[6246, 2563], Coverage : 0.8837209302325582
[6246, 3262], Coverage : 0.9069767441860465
[6246, 3404], Coverage : 0.9069767441860465
[6246, 3408], Coverage : 0.9069767441860465
[6246, 3529], Coverage : 0.9069767441860465
[6246, 4002], Coverage : 0.9069767441860465
[6246, 4577], Coverage : 0.9069767441860465
[6246, 4949], Coverage : 0.9069767441860465
[6246, 5800], Coverage : 0.8837209302325582
[6246, 6088], Coverage : 0.8837209302325582
[6246, 6258], Coverage : 0.8837209302325582
[6246, 6688], Coverage : 0.9069767441860465
[6246, 7088], Coverage : 0.8837209302325582
[6246, 9544], Coverage : 0.9069767441860465
[6246, 492], Coverage : 0.8837209302325582
[6246, 493], Coverage : 0.8837209302325582
[6246, 2495], Coverage : 0.8837209302325582
[6246, 3713], Coverage : 0.8837209302325582
[6246, 5492], Coverage : 0.8837209302325582
[6246, 7648], Coverage : 0.8837209302325582
[6246, 491], Coverage : 0.8604651162790697
[6246, 1694], Coverage : 0.8604651162790697
[6246, 2486], Coverage : 0.8604651162790697
[6246, 3268], Coverage : 0.8604651162790697
[6246, 3393], Coverage : 0.8604651162790697
[6246, 3811], Coverage : 0.8604651162790697
[6246, 4977], Coverage : 0.8604651162790697
[6246, 7729], Coverage : 0.8604651162790697
[6246, 1191], Coverage : 0.8372093023255814
[6246, 1817], Coverage : 0.8372093023255814
[6246, 1818], Coverage : 0.8372093023255814
[6246, 3015], Coverage : 0.8372093023255814
[6246, 3442], Coverage : 0.8372093023255814
[6246, 3660], Coverage : 0.8604651162790697
[6246, 5914], Coverage : 0.8372093023255814
[6246, 6741], Coverage : 0.8372093023255814
[6246, 1639], Coverage : 0.8372093023255814
[6246, 3748], Coverage : 0.8372093023255814
[6247, 3263], Coverage : 0.9302325581395349
[6247, 494], Coverage : 0.9069767441860465
[6247, 7329], Coverage : 0.9069767441860465
[6247, 0], Coverage : 0.8837209302325582
[6247, 992], Coverage : 0.8837209302325582
[6247, 1733], Coverage : 0.8837209302325582
[6247, 2090], Coverage : 0.9069767441860465
[6247, 2466], Coverage : 0.8837209302325582
[6247, 2563], Coverage : 0.8837209302325582
[6247, 3262], Coverage : 0.9069767441860465
[6247, 3404], Coverage : 0.9069767441860465
[6247, 3408], Coverage : 0.9069767441860465
[6247, 3529], Coverage : 0.9069767441860465
[6247, 4002], Coverage : 0.9069767441860465
[6247, 4577], Coverage : 0.9069767441860465
[6247, 4949], Coverage : 0.9069767441860465
[6247, 5800], Coverage : 0.8837209302325582
[6247, 6088], Coverage : 0.8837209302325582
[6247, 6258], Coverage : 0.8837209302325582
[6247, 6688], Coverage : 0.9069767441860465
[6247, 7088], Coverage : 0.8837209302325582
[6247, 9544], Coverage : 0.9069767441860465
[6247, 492], Coverage : 0.8837209302325582
[6247, 493], Coverage : 0.8837209302325582
[6247, 2495], Coverage : 0.8837209302325582
[6247, 3713], Coverage : 0.8837209302325582
[6247, 5492], Coverage : 0.8837209302325582
[6247, 7648], Coverage : 0.8837209302325582
[6247, 491], Coverage : 0.8604651162790697
[6247, 1694], Coverage : 0.8604651162790697
[6247, 2486], Coverage : 0.8604651162790697
[6247, 3268], Coverage : 0.8604651162790697
[6247, 3393], Coverage : 0.8604651162790697
[6247, 3811], Coverage : 0.8604651162790697
[6247, 4977], Coverage : 0.8604651162790697
[6247, 7729], Coverage : 0.8604651162790697
[6247, 1191], Coverage : 0.8372093023255814
[6247, 1817], Coverage : 0.8372093023255814
[6247, 1818], Coverage : 0.8372093023255814
[6247, 3015], Coverage : 0.8372093023255814
[6247, 3442], Coverage : 0.8372093023255814
[6247, 3660], Coverage : 0.8604651162790697
[6247, 5914], Coverage : 0.8372093023255814
[6247, 6741], Coverage : 0.8372093023255814
[6247, 1639], Coverage : 0.8372093023255814
[6247, 3748], Coverage : 0.8372093023255814
[6301, 3263], Coverage : 0.9302325581395349
[6301, 494], Coverage : 0.9069767441860465
[6301, 7329], Coverage : 0.9069767441860465
[6301, 0], Coverage : 0.8837209302325582
[6301, 992], Coverage : 0.8837209302325582
[6301, 1733], Coverage : 0.8837209302325582
[6301, 2090], Coverage : 0.9069767441860465
[6301, 2466], Coverage : 0.8837209302325582
[6301, 2563], Coverage : 0.8837209302325582
[6301, 3262], Coverage : 0.9069767441860465
[6301, 3404], Coverage : 0.9069767441860465
[6301, 3408], Coverage : 0.9069767441860465
[6301, 3529], Coverage : 0.9069767441860465
[6301, 4002], Coverage : 0.9069767441860465
[6301, 4577], Coverage : 0.9069767441860465
[6301, 4949], Coverage : 0.9069767441860465
[6301, 5800], Coverage : 0.8837209302325582
[6301, 6088], Coverage : 0.8837209302325582
[6301, 6258], Coverage : 0.8837209302325582
[6301, 6688], Coverage : 0.9069767441860465
[6301, 7088], Coverage : 0.8837209302325582
[6301, 9544], Coverage : 0.9069767441860465
[6301, 492], Coverage : 0.8837209302325582
[6301, 493], Coverage : 0.8837209302325582
[6301, 2495], Coverage : 0.8837209302325582
[6301, 3713], Coverage : 0.8837209302325582
[6301, 5492], Coverage : 0.8837209302325582
[6301, 7648], Coverage : 0.8837209302325582
[6301, 491], Coverage : 0.8604651162790697
[6301, 1694], Coverage : 0.8604651162790697
[6301, 2486], Coverage : 0.8604651162790697
[6301, 3268], Coverage : 0.8604651162790697
[6301, 3393], Coverage : 0.8604651162790697
[6301, 3811], Coverage : 0.8604651162790697
[6301, 4977], Coverage : 0.8604651162790697
[6301, 7729], Coverage : 0.8604651162790697
[6301, 1191], Coverage : 0.8372093023255814
[6301, 1817], Coverage : 0.8372093023255814
[6301, 1818], Coverage : 0.8372093023255814
[6301, 3015], Coverage : 0.8372093023255814
[6301, 3442], Coverage : 0.8372093023255814
[6301, 3660], Coverage : 0.8604651162790697
[6301, 5914], Coverage : 0.8372093023255814
[6301, 6741], Coverage : 0.8372093023255814
[6301, 1639], Coverage : 0.8372093023255814
[6301, 3748], Coverage : 0.8372093023255814
[6396, 3263], Coverage : 0.9302325581395349
